DATE,DT90,DT90_Miss,DT90_Consec,DX32,DX32_Miss,DX32_Consec,DT32,DT32_Miss,DT32_Consec,DP01,DP01_Miss,DP01_Consec,DP05,DP05_Miss,DP05_Consec,DP10,DP10_Miss,DP10_Consec,EMXP,EMXP_Miss,EMXP_Consec,TPCP,TPCP_Miss,TPCP_Consec,EMXT,EMXT_Miss,EMXT_Consec,EMNT,EMNT_Miss,EMNT_Consec,MMXT,MMXT_Miss,MMXT_Consec,MMNT,MMNT_Miss,MMNT_Consec,MNTM,MNTM_Miss,MNTM_Consec
20131201,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,1,0,0,0,0,0,0.9,0,0,1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140101,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,1,0,0,1,0,0,1.6,0,0,3.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140201,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,3,0,0,1,0,0,1.2,0,0,3.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140301,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,0,0,0,0.9,0,0,2.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140401,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,2,0,0,0,0,0,0.9,0,0,2.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140501,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,3,0,0,0,0,0,0.9,0,0,2.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140601,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,2,0,0,0,0,0,0.7,0,0,3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140701,-9999,0,0,-9999,0,0,-9999,0,0,13,0,0,7,0,0,3,0,0,1.4,0,0,8.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140801,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,2,0,0,1,0,0,1.3,0,0,3.5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140901,-9999,0,0,-9999,0,0,-9999,0,0,13,0,0,8,0,0,5,0,0,2.9,0,0,11.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20141001,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,2,0,0,1,0,0,1,0,0,2.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20141101,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,2,0,0,1,0,0,1.2,0,0,3.4,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20141201,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,1,0,0,0,0,0,0.5,0,0,2.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150101,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,1,0,0,1,0,0,2.6,0,0,3.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150201,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,3,0,0,2,0,0,1.3,0,0,3.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150301,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,0,0,0,0.8,0,0,1.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150401,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,3,0,0,1,0,0,2.3,0,0,4.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150501,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,3,0,0,2,0,0,2,0,0,4.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150601,-9999,0,0,-9999,0,0,-9999,0,0,6,0,0,3,0,0,2,0,0,2.4,0,0,5.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150701,-9999,0,0,-9999,0,0,-9999,0,0,12,0,0,5,0,0,3,0,0,1.2,0,0,7.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150801,-9999,0,0,-9999,0,0,-9999,0,0,11,0,0,4,0,0,2,0,0,3.2,0,0,7.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150901,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,3,0,0,1,0,0,1.8,0,0,5.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20151001,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.4,0,0,0.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20151101,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,1,0,0,1.4,0,0,2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20151201,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,1,0,0,1,0,0,1.5,0,0,2.5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20160101,-9999,0,0,-9999,0,0,-9999,0,0,12,0,0,6,0,0,2,0,0,2.3,0,0,8.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20160201,-9999,0,0,-9999,0,0,-9999,0,0,2,0,0,1,0,0,0,0,0,0.6,0,0,1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20160301,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,2,0,0,1,0,0,1.9,0,0,3.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140301,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,3,0,0,0,0,0,0.8,0,0,2.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140401,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,1,0,0,1,0,0,2.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140501,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,4,0,0,0,0,0,0.9,0,0,3.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140601,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,1,0,0,0,0,0,1,0,0,2.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140701,-9999,0,0,-9999,0,0,-9999,0,0,15,0,0,8,0,0,3,0,0,2.8,0,0,10.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140801,-9999,0,0,-9999,0,0,-9999,0,0,10,0,0,2,0,0,0,0,0,0.9,0,0,4.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20140901,-9999,0,0,-9999,0,0,-9999,0,0,15,0,0,9,0,0,3,0,0,3.3,0,0,12.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20141001,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,1,0,0,1.4,0,0,2.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20141101,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,2,0,0,2,0,0,1.6,0,0,4.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20141201,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,1,0,0,0,0,0,0.5,0,0,2.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150101,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,1,0,0,1,0,0,2.5,0,0,3.5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150201,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,3,0,0,1,0,0,1.1,0,0,2.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150301,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,0,0,0,0,0,0,0.4,0,0,0.7,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150401,-9999,0,0,-9999,0,0,-9999,0,0,7,0,0,3,0,0,2,0,0,1.3,0,0,3.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150501,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,3,0,0,2,0,0,2.5,0,0,4.6,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150601,-9999,0,0,-9999,0,0,-9999,0,0,8,0,0,3,0,0,1,0,0,2.1,0,0,4.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150701,-9999,0,0,-9999,0,0,-9999,0,0,14,0,0,7,0,0,5,0,0,2.9,0,0,13.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150801,-9999,0,0,-9999,0,0,-9999,0,0,12,0,0,6,0,0,2,0,0,1.7,0,0,6.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20150901,-9999,0,0,-9999,0,0,-9999,0,0,13,0,0,4,0,0,1,0,0,1.8,0,0,6.2,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20151001,-9999,0,0,-9999,0,0,-9999,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0,0.5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20151101,-9999,0,0,-9999,0,0,-9999,0,0,5,0,0,2,0,0,1,0,0,2.7,0,0,4.3,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20151201,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,1,0,0,1,0,0,1.4,0,0,2.1,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20160101,-9999,0,0,-9999,0,0,-9999,0,0,10,0,0,5,0,0,2,0,0,1.8,0,0,6.8,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20160201,-9999,0,0,-9999,0,0,-9999,0,0,3,0,0,2,0,0,0,0,0,0.6,0,0,1.5,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20160301,-9999,0,0,-9999,0,0,-9999,0,0,4,0,0,2,0,0,2,0,0,2.3,0,0,3.9,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0,-9999,0,0
20000701,15,0,0,0,0,0,0,0,0,12,0,0,7,0,0,4,0,0,2,0,0,9.8,0,0,96.98,0,0,69.98,0,0,37.78,0,0,36.09,0,0,36.93,0,0
20000801,6,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,1.6,0,0,3.5,0,0,93.02,0,0,69.08,0,0,37.69,0,0,36.14,0,0,36.91,0,0
20000901,5,0,0,0,0,0,0,0,0,8,0,0,7,0,0,4,0,0,1.7,0,0,8.4,0,0,93.02,0,0,69.98,0,0,37.58,0,0,36.21,0,0,36.9,0,0
20001001,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,2.3,0,0,5.2,0,0,89.96,0,0,53.06,0,0,36.97,0,0,35.4,0,0,36.18,0,0
20001101,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0,0.4,0,0,84.92,0,0,39.92,0,0,36.46,0,0,34.38,0,0,35.42,0,0
20001201,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,82.94,0,0,28.04,0,0,35.89,0,0,33.85,0,0,34.88,0,0
20010101,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,86,0,0,28.04,0,0,35.69,0,0,33.13,0,0,34.41,0,0
20010201,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1.1,0,0,1.2,0,0,87.08,0,0,37.04,0,0,36.54,0,0,34.65,0,0,35.6,0,0
20010301,1,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,1.6,0,0,3.6,0,0,89.96,0,0,39.02,0,0,36.61,0,0,34.47,0,0,35.53,0,0
20010401,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0,0,0.6,0,0,91.04,0,0,46.94,0,0,36.84,0,0,35.04,0,0,35.94,0,0
20010501,6,0,0,0,0,0,0,0,0,7,0,0,3,0,0,2,0,0,2,0,0,5.5,0,0,91.94,0,0,59,0,0,37.2,0,0,35.58,0,0,36.39,0,0
20010601,7,0,0,0,0,0,0,0,0,10,0,0,3,0,0,3,0,0,1.3,0,0,6.2,0,0,93.92,0,0,66.02,0,0,37.63,0,0,35.91,0,0,36.77,0,0
20010701,6,0,0,0,0,0,0,0,0,13,0,0,7,0,0,4,0,0,3.2,0,0,11.3,0,0,91.94,0,0,71.06,0,0,37.58,0,0,36.19,0,0,36.88,0,0
20010801,14,0,0,0,0,0,0,0,0,7,0,0,3,0,0,2,0,0,2.6,0,0,6.1,0,0,91.94,0,0,69.98,0,0,37.63,0,0,36.1,0,0,36.88,0,0
20010901,4,0,0,0,0,0,0,0,0,14,0,0,9,0,0,4,0,0,2,0,0,11.6,0,0,91.04,0,0,66.02,0,0,37.29,0,0,35.98,0,0,36.64,0,0
20011001,1,0,0,0,0,0,0,0,0,6,0,0,5,0,0,3,0,0,1.1,0,0,4.7,0,0,91.94,0,0,50,0,0,36.97,0,0,35.65,0,0,36.3,0,0
20011101,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0,2.7,0,0,5.3,0,0,82.94,0,0,53.96,0,0,36.57,0,0,35.04,0,0,35.82,0,0
20011201,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0,0,0.7,0,0,84.02,0,0,35.96,0,0,36.41,0,0,34.75,0,0,35.58,0,0
20020101,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0.9,0,0,2.1,0,0,84.02,0,0,30.02,0,0,36.1,0,0,34.02,0,0,35.06,0,0
20020201,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1.2,0,0,2.8,0,0,82.04,0,0,35.06,0,0,36.01,0,0,34.11,0,0,35.06,0,0
20020301,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,89.06,0,0,41,0,0,36.66,0,0,34.81,0,0,35.73,0,0
20020401,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1.9,0,0,2.6,0,0,89.06,0,0,57.92,0,0,37.08,0,0,35.42,0,0,36.25,0,0
20020501,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0.7,0,0,1.5,0,0,95,0,0,64.04,0,0,37.38,0,0,35.85,0,0,36.61,0,0
20020601,4,0,0,0,0,0,0,0,0,14,0,0,9,0,0,1,0,0,1.7,0,0,8.7,0,0,93.92,0,0,69.08,0,0,37.44,0,0,36.01,0,0,36.72,0,0
20020701,12,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,0,0,1.4,0,0,4.9,0,0,93.92,0,0,69.08,0,0,37.63,0,0,36.12,0,0,36.88,0,0
20020801,7,0,0,0,0,0,0,0,0,14,0,0,6,0,0,2,0,0,2.4,0,0,9.4,0,0,93.92,0,0,69.98,0,0,37.63,0,0,36.16,0,0,36.9,0,0
20020901,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.4,0,0,1.6,0,0,91.04,0,0,71.06,0,0,37.63,0,0,36.34,0,0,36.99,0,0
20021001,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,2,0,0,2.3,0,0,5.1,0,0,91.94,0,0,57.92,0,0,37.42,0,0,35.78,0,0,36.61,0,0
20021101,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1.6,0,0,1.9,0,0,89.06,0,0,39.02,0,0,36.46,0,0,34.36,0,0,35.42,0,0
20021201,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,2,0,0,5.1,0,0,10.3,0,0,84.92,0,0,35.96,0,0,35.87,0,0,33.84,0,0,34.84,0,0
20030101,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0.7,0,0,0.8,0,0,77,0,0,28.94,0,0,35.44,0,0,32.99,0,0,34.21,0,0
20030201,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0.6,0,0,1.7,0,0,87.98,0,0,39.02,0,0,36.21,0,0,34.16,0,0,35.19,0,0
20030301,1,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0.6,0,0,3.1,0,0,91.04,0,0,44.96,0,0,36.84,0,0,35.15,0,0,36,0,0
20030401,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0.7,0,0,1.5,0,0,89.96,0,0,42.98,0,0,36.81,0,0,34.84,0,0,35.83,0,0
20030501,8,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0.6,0,0,1.8,0,0,93.92,0,0,62.96,0,0,37.54,0,0,35.76,0,0,36.66,0,0
20030601,10,0,0,0,0,0,0,0,0,9,0,0,4,0,0,3,0,0,5.1,0,0,10.7,0,0,93.92,0,0,66.92,0,0,37.63,0,0,36.03,0,0,36.84,0,0
20030701,9,0,0,0,0,0,0,0,0,10,0,0,3,0,0,2,0,0,1.6,0,0,5.3,0,0,93.92,0,0,69.08,0,0,37.71,0,0,36.14,0,0,36.91,0,0
20030801,4,0,0,0,0,0,0,0,0,12,0,0,6,0,0,2,0,0,1.9,0,0,8.1,0,0,91.04,0,0,68,0,0,37.6,0,0,36.16,0,0,36.88,0,0
20030901,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,1,0,0,1.4,0,0,4.5,0,0,89.06,0,0,68,0,0,37.47,0,0,36.12,0,0,36.79,0,0
20031001,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.4,0,0,0.9,0,0,89.96,0,0,55.94,0,0,37.18,0,0,35.65,0,0,36.41,0,0
20031101,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.4,0,0,2.1,0,0,84.92,0,0,44.96,0,0,36.84,0,0,35.19,0,0,36.01,0,0
20031201,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0.9,0,0,2.7,0,0,80.96,0,0,37.04,0,0,35.98,0,0,33.87,0,0,34.92,0,0
20040101,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0.6,0,0,2.1,0,0,82.94,0,0,39.02,0,0,36.01,0,0,33.66,0,0,34.84,0,0
20040201,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,1,0,0,2.6,0,0,87.98,0,0,37.94,0,0,36.16,0,0,34.21,0,0,35.19,0,0
20040301,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.9,0,0,1,0,0,87.98,0,0,44.06,0,0,36.5,0,0,34.72,0,0,35.62,0,0
20040401,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0.6,0,0,1,0,0,89.96,0,0,44.96,0,0,36.72,0,0,34.74,0,0,35.73,0,0
20040501,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.7,0,0,1,0,0,98.96,0,0,57.02,0,0,37.24,0,0,35.6,0,0,36.43,0,0
20040601,13,0,0,0,0,0,0,0,0,10,0,0,8,0,0,5,0,0,2.5,0,0,10.6,0,0,95,0,0,68,0,0,37.74,0,0,36.07,0,0,36.91,0,0
20040701,18,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,1.1,0,0,2.5,0,0,96.08,0,0,69.08,0,0,37.81,0,0,36.1,0,0,36.95,0,0
20040801,16,0,0,0,0,0,0,0,0,14,0,0,7,0,0,5,0,0,2,0,0,10.6,0,0,93.92,0,0,71.06,0,0,37.74,0,0,36.16,0,0,36.95,0,0
20040901,7,0,0,0,0,0,0,0,0,8,0,0,6,0,0,5,0,0,4.8,0,0,16.6,0,0,91.94,0,0,73.04,0,0,37.53,0,0,36.46,0,0,37,0,0
20041001,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2,0,0,2.8,0,0,4.9,0,0,86,0,0,51.08,0,0,37.08,0,0,35.6,0,0,36.34,0,0
20041101,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0.5,0,0,1.2,0,0,86,0,0,48.92,0,0,36.66,0,0,35.02,0,0,35.83,0,0
20041201,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2.3,0,0,3,0,0,84.92,0,0,37.94,0,0,35.96,0,0,34,0,0,34.99,0,0
20050101,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.4,0,0,1.7,0,0,80.96,0,0,33.98,0,0,36.01,0,0,34.05,0,0,35.02,0,0
20050201,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3.4,0,0,3.5,0,0,82.94,0,0,37.94,0,0,36.12,0,0,34.11,0,0,35.11,0,0
20050301,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,1,0,0,1.3,0,0,4.1,0,0,87.98,0,0,42.08,0,0,36.28,0,0,34.32,0,0,35.31,0,0
20050401,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0.9,0,0,2.3,0,0,89.06,0,0,42.08,0,0,36.61,0,0,34.54,0,0,35.58,0,0
20050501,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,2,0,0,1.4,0,0,4.1,0,0,93.02,0,0,55.94,0,0,37.08,0,0,35.51,0,0,36.28,0,0
20050601,6,0,0,0,0,0,0,0,0,18,0,0,8,0,0,5,0,0,1.8,0,0,11.4,0,0,91.94,0,0,68,0,0,37.35,0,0,36.16,0,0,36.75,0,0
20050701,11,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0.8,0,0,2.4,0,0,96.08,0,0,73.04,0,0,37.74,0,0,36.43,0,0,37.09,0,0
20050801,23,0,0,0,0,0,0,0,0,11,0,0,5,0,0,3,0,0,2.1,0,0,7.2,0,0,95,0,0,71.96,0,0,37.89,0,0,36.3,0,0,37.09,0,0
20050901,8,0,0,0,0,0,0,0,0,8,0,0,6,0,0,1,0,0,3.9,0,0,8,0,0,91.94,0,0,69.08,0,0,37.51,0,0,36.19,0,0,36.86,0,0
20051001,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,2,0,0,4.2,0,0,11.9,0,0,87.98,0,0,46.94,0,0,37.02,0,0,35.67,0,0,36.34,0,0
20051101,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.6,0,0,1.2,0,0,82.04,0,0,42.98,0,0,36.57,0,0,34.97,0,0,35.76,0,0
20051201,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1.7,0,0,2.2,0,0,80.96,0,0,37.94,0,0,35.89,0,0,33.96,0,0,34.92,0,0
20060101,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.3,0,0,0.5,0,0,82.04,0,0,32,0,0,36.12,0,0,34.02,0,0,35.06,0,0
20060201,0,0,0,0,0,0,2,0,0,4,0,0,2,0,0,1,0,0,1,0,0,2.1,0,0,84.92,0,0,28.94,0,0,35.89,0,0,33.67,0,0,34.77,0,0
20060301,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,89.96,0,0,42.98,0,0,36.5,0,0,34.36,0,0,35.44,0,0
20060401,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0.6,0,0,1.1,0,0,91.94,0,0,55.04,0,0,37.15,0,0,35.26,0,0,36.19,0,0
20060501,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,1.7,0,0,93.02,0,0,53.96,0,0,37.47,0,0,35.33,0,0,36.39,0,0
20060601,6,0,0,0,0,0,0,0,0,9,0,0,4,0,0,3,0,0,2,0,0,7,0,0,93.02,0,0,64.94,0,0,37.56,0,0,36.1,0,0,36.82,0,0
20060701,8,0,0,0,0,0,0,0,0,12,0,0,5,0,0,3,0,0,2.4,0,0,8.2,0,0,93.02,0,0,69.08,0,0,37.63,0,0,36.16,0,0,36.9,0,0
20060801,14,0,0,0,0,0,0,0,0,8,0,0,5,0,0,2,0,0,3.1,0,0,6.9,0,0,96.08,0,0,69.98,0,0,37.78,0,0,36.19,0,0,36.99,0,0
20060901,5,0,0,0,0,0,0,0,0,9,0,0,4,0,0,2,0,0,2.1,0,0,6,0,0,93.02,0,0,60.98,0,0,37.6,0,0,36.05,0,0,36.82,0,0
20061001,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.6,0,0,1,0,0,91.04,0,0,46.94,0,0,37.15,0,0,35.37,0,0,36.27,0,0
20061101,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2.1,0,0,3.7,0,0,82.94,0,0,37.94,0,0,36.41,0,0,34.59,0,0,35.51,0,0
20061201,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0.6,0,0,1.3,0,0,84.02,0,0,39.02,0,0,36.46,0,0,35.1,0,0,35.78,0,0
20070101,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0.9,0,0,2,0,0,86,0,0,37.04,0,0,36.18,0,0,34.52,0,0,35.35,0,0
20070201,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0.7,0,0,1.8,0,0,84.92,0,0,33.98,0,0,36.07,0,0,33.96,0,0,35.02,0,0
20070301,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,91.94,0,0,42.08,0,0,36.61,0,0,34.95,0,0,35.78,0,0
20070401,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0.6,0,0,1.5,0,0,89.96,0,0,46.04,0,0,36.97,0,0,34.86,0,0,35.91,0,0
20070501,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0.5,0,0,1.4,0,0,87.98,0,0,57.92,0,0,37.22,0,0,35.82,0,0,36.52,0,0
20070601,9,0,0,0,0,0,0,0,0,7,0,0,4,0,0,2,0,0,5.3,0,0,9.5,0,0,95,0,0,68,0,0,37.63,0,0,36.14,0,0,36.88,0,0
20070701,22,0,0,0,0,0,0,0,0,15,0,0,6,0,0,5,0,0,3.1,0,0,11.5,0,0,95,0,0,71.06,0,0,37.87,0,0,36.27,0,0,37.08,0,0
20070801,29,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0.6,0,0,1.2,0,0,95,0,0,71.96,0,0,37.98,0,0,36.45,0,0,37.22,0,0
20070901,13,0,0,0,0,0,0,0,0,17,0,0,8,0,0,2,0,0,1.3,0,0,9,0,0,96.98,0,0,71.96,0,0,37.74,0,0,36.34,0,0,37.04,0,0
