Date,Value
1983-11-30,124.35771969704
1983-10-31,125.75759114694
1983-09-30,125.55202230536
1983-08-31,123.58597202782
1983-07-31,113.6425516715
1983-06-30,111.47329485208
1983-05-31,112.12361235886
1983-04-30,109.21030533106
1983-03-31,104.96862866948
1983-02-28,102.93983630014
1983-01-31,101.40596434376
1982-12-31,101.18485208268
1982-11-30,100.04398719682
1982-10-31,97.45652889932
1982-09-30,100.31500838438
1982-08-31,100.840988051
1982-07-31,103.53878731092
1982-06-30,106.36142306964
1982-05-31,110.85766571298
1982-04-30,111.13725724472
1982-03-31,111.67242649532
1982-02-28,113.95172230872
1982-01-31,114.9160403877
1981-12-31,113.64430140418
1981-11-30,115.59181887914
1981-10-31,116.00941547144
1981-09-30,117.51728880168
1981-08-31,120.14526498506
1981-07-31,123.29477414124
1981-06-30,123.53710035202
1981-05-31,126.62533450958
1981-04-30,129.98929965908
1981-03-31,132.6163098909
1981-02-28,133.87872324384
1981-01-31,138.25435775258
1980-12-31,137.63854945462
1980-11-30,145.7796992531
1980-10-31,144.00789460936
1980-09-30,143.3097445931
1980-08-31,138.97391738298
1980-07-31,136.8376946217
1980-06-30,136.08484191058
1980-05-31,137.55252229722
1980-04-30,132.51852963686
1980-03-31,134.87123569392
1980-02-29,138.76882057048
1980-01-31,134.43172610034
1979-12-31,134.0038052951
1979-11-30,132.41594767516
1979-10-31,131.7430625573
1979-09-30,133.47857170718
1979-08-31,131.59486212346
1979-07-31,134.054610157
1979-06-30,132.2999845
1979-05-31,123.3885142252
1979-04-30,122.20341525608
1979-03-31,120.6014291936
1979-02-28,118.7208096737
1979-01-31,116.03072360068
1978-12-31,114.73538322774
1978-11-30,115.65189297536
1978-10-31,116.73694754218
1978-09-30,113.77982777934
1978-08-31,108.4087239917
1978-07-31,107.99009959326
1978-06-30,112.62159970104
1978-05-31,114.80799247334
1978-04-30,117.1967726187
1978-03-31,113.7074171394
1978-02-28,108.3644250477
1978-01-31,106.84034477716
1977-12-31,105.97845172218
1977-11-30,103.4646058684
1977-10-31,100.30897434984
1977-09-30,101.852134448
1977-08-31,103.80235702654
1977-07-31,108.71917298254
1977-06-30,119.30856086722
1977-05-31,126.64373862234
1977-04-30,132.72371548706
1977-03-31,127.8055357484
1977-02-28,117.5392769282
1977-01-31,111.64122385756
1976-12-31,106.69355006462
1976-11-30,103.44924343378
1976-10-31,101.92986018888
1976-09-30,101.69127675772
1976-08-31,99.7705077045
1976-07-31,101.69600044078
1976-06-30,100.64335032028
1976-05-31,95.00773328322
1976-04-30,91.39400912772
1976-03-31,89.27972037314
1976-02-29,88.01979980692
1976-01-31,86.21512396188
1975-12-31,83.75270382864
1975-11-30,84.29442481296
1975-10-31,89.05174886262
1975-09-30,91.69110811588
1975-08-31,95.3727871578
1975-07-31,88.1855263176
1975-06-30,83.8179540347
1975-05-31,86.8331481584
1975-04-30,93.42877274806
1975-03-31,93.9836054497
1975-02-28,98.32739832748
1975-01-31,106.4704720291
1974-12-31,117.06418738596
1974-11-30,125.0590515984
1974-10-31,123.33694327764
1974-09-30,115.10950069126
1974-08-31,116.52200095566
1974-07-31,108.89596053114
1974-06-30,104.86523336036
1974-05-31,106.07111189296
1974-04-30,107.04387330072
1974-03-31,111.43260115348
1974-02-28,114.47381076344
1974-01-31,107.38625486696
1973-12-31,100.93843501464
1973-11-30,92.85132644598
1973-10-31,89.61423841508
1973-09-30,90.59689247938
1973-08-31,99.58073618284
1973-07-31,100.3340681582
1973-06-30,93.08437305178
1973-05-31,82.3551703998
1973-04-30,73.81728889308
1973-03-31,73.28495841342
1973-02-28,71.71928923894
1973-01-31,66.05222969538
1972-12-31,60.9911300834
1972-11-30,55.36304279966
1972-10-31,53.83624789504
1972-09-30,53.0286077831
1972-08-31,51.55659884828
1972-07-31,50.76064984434
1972-06-30,50.81912059274
1972-05-31,51.34287532242
1972-04-30,51.47056188862
1972-03-31,51.4818331155
1972-02-29,50.22826616544
1972-01-31,50.26509751294
1971-12-31,49.46377378478
1971-11-30,49.07377697282
1971-10-31,49.4055447183
1971-09-30,49.4710488358
1971-08-31,50.38961478512
1971-07-31,50.03751923892
1971-06-30,49.29614318308
1971-05-31,49.40603533218
1971-04-30,49.54967605176
1971-03-31,49.57936801816
1971-02-28,49.65847645006
1971-01-31,50.14651658714
1970-12-31,50.31657834668
1970-11-30,50.47601477798
1970-10-31,50.05106293698
1970-09-30,49.27151570622
1970-08-31,49.45560344918
1970-07-31,49.9092627444
1970-06-30,50.07486547624
1970-05-31,49.95449071238
1970-04-30,49.46405646732
1970-03-31,49.0861657734
1970-02-28,48.97508188492
1970-01-31,48.8859505306
1969-12-31,47.9813876234
1969-11-30,47.51273164172
1969-10-31,47.4140841724
1969-09-30,46.43729866826
1969-08-31,46.67739667806
1969-07-31,46.77227871398
1969-06-30,47.16932596728
1969-05-31,46.63656252026
1969-04-30,46.21812026914
1969-03-31,46.25299418648
1969-02-28,45.39261638358
1969-01-31,45.2742550558
1968-12-31,45.24037798926
1968-11-30,44.72550337034
1968-10-31,44.06919775764
1968-09-30,44.05029809888
1968-08-31,43.56105650696
1968-07-31,44.47890818202
1968-06-30,44.72347165708
1968-05-31,45.75902996208
1968-04-30,45.7255163663
1968-03-31,46.2733987695
1968-02-29,46.2881572471
1968-01-31,45.86375007452
1967-12-31,46.21370280216
1967-11-30,47.09477069154
1967-10-31,47.08381936992
1967-09-30,47.00839587782
1967-08-31,46.57107183664
1967-07-31,47.1468379619
1967-06-30,47.60452995152
1967-05-31,46.91783099084
1967-04-30,46.74823308872
1967-03-31,46.60329168918
1967-02-28,46.43300340088
1967-01-31,46.4516696478
1966-12-31,46.62272000734
1966-11-30,46.43041984082
1966-10-31,46.67905757334
1966-09-30,47.37657098044
1966-08-31,48.7065079957
1966-07-31,48.09888907242
1966-06-30,47.16419964438
1966-05-31,46.77784348034
1966-04-30,46.9290819337
1966-03-31,46.52357287604
1966-02-28,46.38180377962
1966-01-31,46.5427217505
1965-12-31,45.24668728886
1965-11-30,44.92143528284
1965-10-31,44.9257009054
1965-09-30,44.89282970336
1965-08-31,44.38889608938
1965-07-31,45.1289543283
1965-06-30,45.3491928963
1965-05-31,45.52910650068
1965-04-30,45.95648825236
1965-03-31,45.82488184728
1965-02-28,46.19921981044
1965-01-31,45.20892997478
1964-12-31,45.85889751834
1964-11-30,45.68461239068
1964-10-31,45.7745292884
1964-09-30,45.58951853068
1964-08-31,45.21499902122
1964-07-31,45.60840203488
1964-06-30,45.86182344934
1964-05-31,46.67375687198
1964-04-30,47.02368013734
1964-03-31,46.87764970656
1964-02-29,47.28731032914
1964-01-31,48.28784554332
1963-12-31,47.48714016146
1963-11-30,47.772883585
1963-10-31,47.74772203128
1963-09-30,45.69515610426
1963-08-31,45.47690842982
1963-07-31,46.7072630224
1963-06-30,47.10076681058
1963-05-31,47.24753379756
1963-04-30,45.73972087414
1963-03-31,45.056589922
1963-02-28,44.9502156532
1963-01-31,44.4477597272
1962-12-31,43.68663987578
1962-11-30,43.7483046487
1962-10-31,42.7713633529
1962-09-30,43.29530509786
1962-08-31,42.99522151836
1962-07-31,43.25455321616
1962-06-30,43.40381286296
1962-05-31,43.60433500756
1962-04-30,43.17791824176
1962-03-31,43.10835577134
1962-02-28,43.11651575436
1962-01-31,42.92570296516
1961-12-31,43.48634419208
1961-11-30,43.46399611256
1961-10-31,43.00088869254
1961-09-30,43.075984087
1961-08-31,43.5596715702
1961-07-31,43.9995388981
1961-06-30,44.27929334614
1961-05-31,45.03823445982
1961-04-30,45.21103600366
1961-03-31,44.71626497776
1961-02-28,43.61175098318
1961-01-31,42.7321864719
1960-12-31,42.50070415716
1960-11-30,41.78925415446
1960-10-31,42.7120087014
1960-09-30,44.05088308856
1960-08-31,43.73655697072
1960-07-31,43.64516615362
1960-06-30,43.76736681226
1960-05-31,44.3887395089
1960-04-30,44.38244486958
1960-03-31,44.0879258907
1960-02-29,43.91685056202
1960-01-31,44.37465873474
