Product code,Bureau of Meteorology station number,Year,Month,Mean maximum temperature (°C),Quality
IDCJAC0002,086071,1903,03,25.0,Y
IDCJAC0002,086071,1903,04,19.4,Y
IDCJAC0002,086071,1903,05,14.9,Y
IDCJAC0002,086071,1903,06,12.5,Y
IDCJAC0002,086071,1903,07,13.1,Y
IDCJAC0002,086071,1903,08,14.5,Y
IDCJAC0002,086071,1903,09,17.0,Y
IDCJAC0002,086071,1903,10,21.2,Y
IDCJAC0002,086071,1903,11,22.3,Y
IDCJAC0002,086071,1903,12,22.6,Y
IDCJAC0002,086071,1904,01,23.8,Y
IDCJAC0002,086071,1904,02,23.1,Y
IDCJAC0002,086071,1904,03,20.1,Y
IDCJAC0002,086071,1904,04,21.8,Y
IDCJAC0002,086071,1904,05,17.9,Y
IDCJAC0002,086071,1904,06,13.8,Y
IDCJAC0002,086071,1904,07,13.2,Y
IDCJAC0002,086071,1904,08,14.1,Y
IDCJAC0002,086071,1904,09,15.1,Y
IDCJAC0002,086071,1904,10,20.0,Y
IDCJAC0002,086071,1904,11,21.6,Y
IDCJAC0002,086071,1904,12,25.6,Y
IDCJAC0002,086071,1905,01,27.3,Y
IDCJAC0002,086071,1905,02,24.8,Y
IDCJAC0002,086071,1905,03,23.1,Y
IDCJAC0002,086071,1905,04,20.9,Y
IDCJAC0002,086071,1905,05,17.6,Y
IDCJAC0002,086071,1905,06,13.7,Y
IDCJAC0002,086071,1905,07,12.7,Y
IDCJAC0002,086071,1905,08,14.6,Y
IDCJAC0002,086071,1905,09,13.5,Y
IDCJAC0002,086071,1905,10,15.5,Y
IDCJAC0002,086071,1905,11,21.6,Y
IDCJAC0002,086071,1905,12,22.3,Y
IDCJAC0002,086071,1906,01,27.5,Y
IDCJAC0002,086071,1906,02,27.4,Y
IDCJAC0002,086071,1906,03,23.1,Y
IDCJAC0002,086071,1906,04,20.3,Y
IDCJAC0002,086071,1906,05,16.0,Y
IDCJAC0002,086071,1906,06,15.3,Y
IDCJAC0002,086071,1906,07,13.5,Y
IDCJAC0002,086071,1906,08,13.9,Y
IDCJAC0002,086071,1906,09,16.8,Y
IDCJAC0002,086071,1906,10,18.7,Y
IDCJAC0002,086071,1906,11,19.4,Y
IDCJAC0002,086071,1906,12,24.2,Y
IDCJAC0002,086071,1907,01,24.4,Y
IDCJAC0002,086071,1907,02,24.0,Y
IDCJAC0002,086071,1907,03,21.7,Y
IDCJAC0002,086071,1907,04,18.8,Y
IDCJAC0002,086071,1907,05,17.7,Y
IDCJAC0002,086071,1907,06,13.3,Y
IDCJAC0002,086071,1907,07,12.8,Y
IDCJAC0002,086071,1907,08,15.6,Y
IDCJAC0002,086071,1907,09,18.3,Y
IDCJAC0002,086071,1907,10,20.0,Y
IDCJAC0002,086071,1907,11,24.0,Y
IDCJAC0002,086071,1907,12,22.9,Y
IDCJAC0002,086071,1908,01,31.0,Y
IDCJAC0002,086071,1908,02,27.1,Y
IDCJAC0002,086071,1908,03,22.8,Y
IDCJAC0002,086071,1908,04,19.9,Y
IDCJAC0002,086071,1908,05,15.6,Y
IDCJAC0002,086071,1908,06,12.0,Y
IDCJAC0002,086071,1908,07,12.0,Y
IDCJAC0002,086071,1908,08,13.3,Y
IDCJAC0002,086071,1908,09,15.5,Y
IDCJAC0002,086071,1908,10,19.6,Y
IDCJAC0002,086071,1908,11,24.2,Y
IDCJAC0002,086071,1908,12,26.4,Y
IDCJAC0002,086071,1909,01,23.7,Y
IDCJAC0002,086071,1909,02,25.2,Y
IDCJAC0002,086071,1909,03,23.9,Y
IDCJAC0002,086071,1909,04,17.6,Y
IDCJAC0002,086071,1909,05,15.1,Y
IDCJAC0002,086071,1909,06,12.9,Y
IDCJAC0002,086071,1909,07,12.3,Y
IDCJAC0002,086071,1909,08,13.6,Y
IDCJAC0002,086071,1909,09,16.0,Y
IDCJAC0002,086071,1909,10,19.8,Y
IDCJAC0002,086071,1909,11,23.7,Y
IDCJAC0002,086071,1909,12,24.0,Y
IDCJAC0002,086071,1910,01,26.2,Y
IDCJAC0002,086071,1910,02,27.3,Y
IDCJAC0002,086071,1910,03,24.2,Y
IDCJAC0002,086071,1910,04,21.0,Y
IDCJAC0002,086071,1910,05,17.3,Y
IDCJAC0002,086071,1910,06,14.5,Y
IDCJAC0002,086071,1910,07,12.7,Y
IDCJAC0002,086071,1910,08,15.3,Y
IDCJAC0002,086071,1910,09,17.2,Y
IDCJAC0002,086071,1910,10,17.7,Y
IDCJAC0002,086071,1910,11,23.0,Y
IDCJAC0002,086071,1910,12,22.9,Y
IDCJAC0002,086071,1911,01,25.3,Y
IDCJAC0002,086071,1911,02,24.8,Y
IDCJAC0002,086071,1911,03,22.3,Y
IDCJAC0002,086071,1911,04,18.7,Y
IDCJAC0002,086071,1911,05,16.2,Y
IDCJAC0002,086071,1911,06,12.3,Y
IDCJAC0002,086071,1911,07,12.7,Y
IDCJAC0002,086071,1911,08,16.1,Y
IDCJAC0002,086071,1911,09,17.2,Y
IDCJAC0002,086071,1911,10,18.9,Y
IDCJAC0002,086071,1911,11,23.2,Y
IDCJAC0002,086071,1911,12,22.6,Y
IDCJAC0002,086071,1912,01,25.8,Y
IDCJAC0002,086071,1912,02,26.5,Y
IDCJAC0002,086071,1912,03,24.0,Y
IDCJAC0002,086071,1912,04,18.5,Y
IDCJAC0002,086071,1912,05,17.0,Y
IDCJAC0002,086071,1912,06,14.1,Y
IDCJAC0002,086071,1912,07,13.1,Y
IDCJAC0002,086071,1912,08,15.4,Y
IDCJAC0002,086071,1912,09,17.1,Y
IDCJAC0002,086071,1912,10,19.9,Y
IDCJAC0002,086071,1912,11,20.9,Y
IDCJAC0002,086071,1912,12,22.5,Y
IDCJAC0002,086071,1913,01,24.3,Y
IDCJAC0002,086071,1913,02,26.1,Y
IDCJAC0002,086071,1913,03,21.1,Y
IDCJAC0002,086071,1913,04,20.9,Y
IDCJAC0002,086071,1913,05,14.9,Y
IDCJAC0002,086071,1913,06,13.5,Y
IDCJAC0002,086071,1913,07,13.7,Y
IDCJAC0002,086071,1913,08,13.9,Y
IDCJAC0002,086071,1913,09,16.8,Y
IDCJAC0002,086071,1913,10,19.8,Y
IDCJAC0002,086071,1913,11,20.3,Y
IDCJAC0002,086071,1913,12,26.5,Y
IDCJAC0002,086071,1914,01,25.5,Y
IDCJAC0002,086071,1914,02,28.0,Y
IDCJAC0002,086071,1914,03,24.9,Y
IDCJAC0002,086071,1914,04,20.2,Y
IDCJAC0002,086071,1914,05,16.8,Y
IDCJAC0002,086071,1914,06,14.8,Y
IDCJAC0002,086071,1914,07,12.7,Y
IDCJAC0002,086071,1914,08,15.9,Y
IDCJAC0002,086071,1914,09,16.6,Y
IDCJAC0002,086071,1914,10,23.1,Y
IDCJAC0002,086071,1914,11,23.8,Y
IDCJAC0002,086071,1914,12,23.5,Y
IDCJAC0002,086071,1915,01,25.5,Y
IDCJAC0002,086071,1915,02,25.5,Y
IDCJAC0002,086071,1915,03,23.4,Y
IDCJAC0002,086071,1915,04,19.6,Y
IDCJAC0002,086071,1915,05,15.7,Y
IDCJAC0002,086071,1915,06,13.8,Y
IDCJAC0002,086071,1915,07,14.6,Y
IDCJAC0002,086071,1915,08,14.4,Y
IDCJAC0002,086071,1915,09,17.9,Y
IDCJAC0002,086071,1915,10,18.7,Y
IDCJAC0002,086071,1915,11,21.6,Y
IDCJAC0002,086071,1915,12,23.1,Y
IDCJAC0002,086071,1916,01,25.8,Y
IDCJAC0002,086071,1916,02,24.9,Y
IDCJAC0002,086071,1916,03,22.9,Y
IDCJAC0002,086071,1916,04,18.9,Y
IDCJAC0002,086071,1916,05,16.8,Y
IDCJAC0002,086071,1916,06,13.4,Y
IDCJAC0002,086071,1916,07,13.5,Y
IDCJAC0002,086071,1916,08,14.2,Y
IDCJAC0002,086071,1916,09,16.7,Y
IDCJAC0002,086071,1916,10,18.8,Y
IDCJAC0002,086071,1916,11,19.6,Y
IDCJAC0002,086071,1916,12,23.8,Y
IDCJAC0002,086071,1917,01,24.8,Y
IDCJAC0002,086071,1917,02,23.5,Y
IDCJAC0002,086071,1917,03,22.0,Y
IDCJAC0002,086071,1917,04,17.9,Y
IDCJAC0002,086071,1917,05,15.6,Y
IDCJAC0002,086071,1917,06,13.4,Y
IDCJAC0002,086071,1917,07,13.5,Y
IDCJAC0002,086071,1917,08,15.1,Y
IDCJAC0002,086071,1917,09,17.2,Y
IDCJAC0002,086071,1917,10,19.2,Y
IDCJAC0002,086071,1917,11,20.9,Y
IDCJAC0002,086071,1917,12,25.6,Y
IDCJAC0002,086071,1918,01,26.6,Y
IDCJAC0002,086071,1918,02,25.7,Y
IDCJAC0002,086071,1918,03,23.0,Y
IDCJAC0002,086071,1918,04,18.8,Y
IDCJAC0002,086071,1918,05,17.3,Y
IDCJAC0002,086071,1918,06,14.3,Y
IDCJAC0002,086071,1918,07,12.6,Y
IDCJAC0002,086071,1918,08,15.5,Y
IDCJAC0002,086071,1918,09,18.2,Y
IDCJAC0002,086071,1918,10,18.3,Y
IDCJAC0002,086071,1918,11,20.5,Y
IDCJAC0002,086071,1918,12,24.6,Y
IDCJAC0002,086071,1919,01,25.5,Y
IDCJAC0002,086071,1919,02,27.7,Y
IDCJAC0002,086071,1919,03,21.4,Y
IDCJAC0002,086071,1919,04,22.3,Y
IDCJAC0002,086071,1919,05,16.8,Y
IDCJAC0002,086071,1919,06,13.9,Y
IDCJAC0002,086071,1919,07,12.9,Y
IDCJAC0002,086071,1919,08,15.4,Y
IDCJAC0002,086071,1919,09,18.7,Y
IDCJAC0002,086071,1919,10,20.6,Y
IDCJAC0002,086071,1919,11,22.9,Y
IDCJAC0002,086071,1919,12,25.5,Y
IDCJAC0002,086071,1920,01,22.9,Y
IDCJAC0002,086071,1920,02,26.7,Y
IDCJAC0002,086071,1920,03,23.1,Y
IDCJAC0002,086071,1920,04,19.2,Y
IDCJAC0002,086071,1920,05,14.7,Y
IDCJAC0002,086071,1920,06,14.1,Y
IDCJAC0002,086071,1920,07,14.0,Y
IDCJAC0002,086071,1920,08,14.0,Y
IDCJAC0002,086071,1920,09,17.0,Y
IDCJAC0002,086071,1920,10,20.0,Y
IDCJAC0002,086071,1920,11,21.5,Y
IDCJAC0002,086071,1920,12,25.0,Y
IDCJAC0002,086071,1921,01,27.1,Y
IDCJAC0002,086071,1921,02,27.3,Y
IDCJAC0002,086071,1921,03,24.2,Y
IDCJAC0002,086071,1921,04,20.8,Y
IDCJAC0002,086071,1921,05,17.5,Y
IDCJAC0002,086071,1921,06,14.3,Y
IDCJAC0002,086071,1921,07,13.9,Y
IDCJAC0002,086071,1921,08,14.2,Y
IDCJAC0002,086071,1921,09,18.5,Y
IDCJAC0002,086071,1921,10,19.0,Y
IDCJAC0002,086071,1921,11,22.8,Y
IDCJAC0002,086071,1921,12,22.0,Y
IDCJAC0002,086071,1922,01,25.7,Y
IDCJAC0002,086071,1922,02,26.9,Y
IDCJAC0002,086071,1922,03,22.9,Y
IDCJAC0002,086071,1922,04,21.1,Y
IDCJAC0002,086071,1922,05,16.5,Y
IDCJAC0002,086071,1922,06,14.0,Y
IDCJAC0002,086071,1922,07,13.9,Y
IDCJAC0002,086071,1922,08,13.7,Y
IDCJAC0002,086071,1922,09,16.4,Y
IDCJAC0002,086071,1922,10,19.6,Y
IDCJAC0002,086071,1922,11,22.0,Y
IDCJAC0002,086071,1922,12,24.7,Y
IDCJAC0002,086071,1923,01,25.4,Y
IDCJAC0002,086071,1923,02,24.9,Y
IDCJAC0002,086071,1923,03,23.1,Y
IDCJAC0002,086071,1923,04,22.5,Y
IDCJAC0002,086071,1923,05,17.9,Y
IDCJAC0002,086071,1923,06,14.2,Y
IDCJAC0002,086071,1923,07,12.9,Y
IDCJAC0002,086071,1923,08,14.3,Y
IDCJAC0002,086071,1923,09,16.0,Y
IDCJAC0002,086071,1923,10,18.7,Y
IDCJAC0002,086071,1923,11,20.4,Y
IDCJAC0002,086071,1923,12,23.6,Y
IDCJAC0002,086071,1924,01,23.6,Y
IDCJAC0002,086071,1924,02,23.7,Y
IDCJAC0002,086071,1924,03,22.7,Y
IDCJAC0002,086071,1924,04,17.4,Y
IDCJAC0002,086071,1924,05,15.8,Y
IDCJAC0002,086071,1924,06,12.6,Y
IDCJAC0002,086071,1924,07,13.2,Y
IDCJAC0002,086071,1924,08,14.7,Y
IDCJAC0002,086071,1924,09,16.5,Y
IDCJAC0002,086071,1924,10,19.2,Y
IDCJAC0002,086071,1924,11,20.9,Y
IDCJAC0002,086071,1924,12,22.7,Y
IDCJAC0002,086071,1925,01,24.8,Y
IDCJAC0002,086071,1925,02,24.7,Y
IDCJAC0002,086071,1925,03,23.2,Y
IDCJAC0002,086071,1925,04,21.5,Y
IDCJAC0002,086071,1925,05,16.2,Y
IDCJAC0002,086071,1925,06,13.9,Y
IDCJAC0002,086071,1925,07,12.3,Y
IDCJAC0002,086071,1925,08,14.1,Y
IDCJAC0002,086071,1925,09,15.6,Y
IDCJAC0002,086071,1925,10,20.9,Y
IDCJAC0002,086071,1925,11,21.5,Y
IDCJAC0002,086071,1925,12,23.1,Y
IDCJAC0002,086071,1926,01,23.2,Y
IDCJAC0002,086071,1926,02,27.9,Y
IDCJAC0002,086071,1926,03,25.6,Y
IDCJAC0002,086071,1926,04,20.8,Y
IDCJAC0002,086071,1926,05,14.9,Y
IDCJAC0002,086071,1926,06,14.4,Y
IDCJAC0002,086071,1926,07,14.1,Y
IDCJAC0002,086071,1926,08,14.4,Y
IDCJAC0002,086071,1926,09,18.8,Y
IDCJAC0002,086071,1926,10,20.4,Y
IDCJAC0002,086071,1926,11,22.4,Y
IDCJAC0002,086071,1926,12,25.3,Y
IDCJAC0002,086071,1927,01,26.5,Y
IDCJAC0002,086071,1927,02,25.9,Y
IDCJAC0002,086071,1927,03,22.8,Y
IDCJAC0002,086071,1927,04,18.5,Y
IDCJAC0002,086071,1927,05,16.3,Y
IDCJAC0002,086071,1927,06,13.6,Y
IDCJAC0002,086071,1927,07,13.0,Y
IDCJAC0002,086071,1927,08,14.3,Y
IDCJAC0002,086071,1927,09,17.1,Y
IDCJAC0002,086071,1927,10,21.3,Y
IDCJAC0002,086071,1927,11,24.0,Y
IDCJAC0002,086071,1927,12,25.7,Y
IDCJAC0002,086071,1928,01,25.3,Y
IDCJAC0002,086071,1928,02,25.3,Y
IDCJAC0002,086071,1928,03,24.6,Y
IDCJAC0002,086071,1928,04,21.9,Y
IDCJAC0002,086071,1928,05,16.1,Y
IDCJAC0002,086071,1928,06,13.5,Y
IDCJAC0002,086071,1928,07,13.9,Y
IDCJAC0002,086071,1928,08,16.4,Y
IDCJAC0002,086071,1928,09,19.5,Y
IDCJAC0002,086071,1928,10,18.6,Y
IDCJAC0002,086071,1928,11,22.4,Y
IDCJAC0002,086071,1928,12,25.1,Y
IDCJAC0002,086071,1929,01,25.7,Y
IDCJAC0002,086071,1929,02,27.3,Y
IDCJAC0002,086071,1929,03,23.7,Y
IDCJAC0002,086071,1929,04,19.3,Y
IDCJAC0002,086071,1929,05,16.7,Y
IDCJAC0002,086071,1929,06,13.7,Y
IDCJAC0002,086071,1929,07,12.1,Y
IDCJAC0002,086071,1929,08,14.1,Y
IDCJAC0002,086071,1929,09,16.6,Y
IDCJAC0002,086071,1929,10,19.1,Y
IDCJAC0002,086071,1929,11,20.0,Y
IDCJAC0002,086071,1929,12,22.2,Y
IDCJAC0002,086071,1930,01,25.6,Y
IDCJAC0002,086071,1930,02,28.1,Y
IDCJAC0002,086071,1930,03,24.5,Y
IDCJAC0002,086071,1930,04,20.2,Y
IDCJAC0002,086071,1930,05,17.4,Y
IDCJAC0002,086071,1930,06,14.5,Y
IDCJAC0002,086071,1930,07,14.2,Y
IDCJAC0002,086071,1930,08,14.2,Y
IDCJAC0002,086071,1930,09,17.8,Y
IDCJAC0002,086071,1930,10,21.2,Y
IDCJAC0002,086071,1930,11,22.8,Y
IDCJAC0002,086071,1930,12,23.8,Y
IDCJAC0002,086071,1931,01,23.7,Y
IDCJAC0002,086071,1931,02,25.3,Y
IDCJAC0002,086071,1931,03,22.6,Y
IDCJAC0002,086071,1931,04,18.7,Y
IDCJAC0002,086071,1931,05,17.4,Y
IDCJAC0002,086071,1931,06,13.6,Y
IDCJAC0002,086071,1931,07,13.2,Y
IDCJAC0002,086071,1931,08,14.2,Y
IDCJAC0002,086071,1931,09,17.4,Y
IDCJAC0002,086071,1931,10,18.9,Y
IDCJAC0002,086071,1931,11,20.9,Y
IDCJAC0002,086071,1931,12,23.3,Y
IDCJAC0002,086071,1932,01,27.4,Y
IDCJAC0002,086071,1932,02,23.8,Y
IDCJAC0002,086071,1932,03,22.8,Y
IDCJAC0002,086071,1932,04,19.5,Y
IDCJAC0002,086071,1932,05,16.4,Y
IDCJAC0002,086071,1932,06,13.5,Y
IDCJAC0002,086071,1932,07,13.1,Y
IDCJAC0002,086071,1932,08,14.4,Y
IDCJAC0002,086071,1932,09,17.3,Y
IDCJAC0002,086071,1932,10,18.2,Y
IDCJAC0002,086071,1932,11,22.5,Y
IDCJAC0002,086071,1932,12,22.7,Y
IDCJAC0002,086071,1933,01,24.5,Y
IDCJAC0002,086071,1933,02,25.1,Y
IDCJAC0002,086071,1933,03,24.3,Y
IDCJAC0002,086071,1933,04,20.6,Y
IDCJAC0002,086071,1933,05,16.2,Y
IDCJAC0002,086071,1933,06,14.8,Y
IDCJAC0002,086071,1933,07,13.9,Y
IDCJAC0002,086071,1933,08,14.2,Y
IDCJAC0002,086071,1933,09,16.4,Y
IDCJAC0002,086071,1933,10,21.7,Y
IDCJAC0002,086071,1933,11,22.6,Y
IDCJAC0002,086071,1933,12,23.7,Y
IDCJAC0002,086071,1934,01,25.9,Y
IDCJAC0002,086071,1934,02,25.5,Y
IDCJAC0002,086071,1934,03,27.8,Y
IDCJAC0002,086071,1934,04,19.0,Y
IDCJAC0002,086071,1934,05,18.3,Y
IDCJAC0002,086071,1934,06,13.4,Y
IDCJAC0002,086071,1934,07,14.4,Y
IDCJAC0002,086071,1934,08,14.8,Y
IDCJAC0002,086071,1934,09,17.8,Y
IDCJAC0002,086071,1934,10,19.2,Y
IDCJAC0002,086071,1934,11,21.2,Y
IDCJAC0002,086071,1934,12,23.6,Y
IDCJAC0002,086071,1935,01,24.3,Y
IDCJAC0002,086071,1935,02,24.8,Y
IDCJAC0002,086071,1935,03,22.5,Y
IDCJAC0002,086071,1935,04,19.7,Y
IDCJAC0002,086071,1935,05,15.8,Y
IDCJAC0002,086071,1935,06,13.4,Y
IDCJAC0002,086071,1935,07,14.0,Y
IDCJAC0002,086071,1935,08,15.7,Y
IDCJAC0002,086071,1935,09,17.6,Y
IDCJAC0002,086071,1935,10,19.7,Y
IDCJAC0002,086071,1935,11,21.6,Y
IDCJAC0002,086071,1935,12,24.9,Y
IDCJAC0002,086071,1936,01,26.4,Y
IDCJAC0002,086071,1936,02,26.3,Y
IDCJAC0002,086071,1936,03,26.5,Y
IDCJAC0002,086071,1936,04,18.6,Y
IDCJAC0002,086071,1936,05,18.4,Y
IDCJAC0002,086071,1936,06,13.4,Y
IDCJAC0002,086071,1936,07,13.5,Y
IDCJAC0002,086071,1936,08,15.3,Y
IDCJAC0002,086071,1936,09,15.8,Y
IDCJAC0002,086071,1936,10,19.7,Y
IDCJAC0002,086071,1936,11,21.4,Y
IDCJAC0002,086071,1936,12,24.1,Y
IDCJAC0002,086071,1937,01,24.1,Y
IDCJAC0002,086071,1937,02,26.6,Y
IDCJAC0002,086071,1937,03,25.1,Y
IDCJAC0002,086071,1937,04,19.1,Y
IDCJAC0002,086071,1937,05,17.0,Y
IDCJAC0002,086071,1937,06,12.6,Y
IDCJAC0002,086071,1937,07,13.8,Y
IDCJAC0002,086071,1937,08,16.2,Y
IDCJAC0002,086071,1937,09,18.0,Y
IDCJAC0002,086071,1937,10,20.2,Y
IDCJAC0002,086071,1937,11,23.3,Y
IDCJAC0002,086071,1937,12,24.7,Y
IDCJAC0002,086071,1938,01,26.2,Y
IDCJAC0002,086071,1938,02,26.3,Y
IDCJAC0002,086071,1938,03,24.0,Y
IDCJAC0002,086071,1938,04,22.7,Y
IDCJAC0002,086071,1938,05,18.8,Y
IDCJAC0002,086071,1938,06,13.6,Y
IDCJAC0002,086071,1938,07,13.4,Y
IDCJAC0002,086071,1938,08,15.1,Y
IDCJAC0002,086071,1938,09,18.1,Y
IDCJAC0002,086071,1938,10,22.0,Y
IDCJAC0002,086071,1938,11,24.3,Y
IDCJAC0002,086071,1938,12,24.4,Y
IDCJAC0002,086071,1939,01,27.6,Y
IDCJAC0002,086071,1939,02,26.7,Y
IDCJAC0002,086071,1939,03,23.9,Y
IDCJAC0002,086071,1939,04,20.4,Y
IDCJAC0002,086071,1939,05,17.9,Y
IDCJAC0002,086071,1939,06,14.4,Y
IDCJAC0002,086071,1939,07,12.8,Y
IDCJAC0002,086071,1939,08,13.9,Y
IDCJAC0002,086071,1939,09,17.2,Y
IDCJAC0002,086071,1939,10,19.8,Y
IDCJAC0002,086071,1939,11,21.0,Y
IDCJAC0002,086071,1939,12,23.5,Y
IDCJAC0002,086071,1940,01,25.5,Y
IDCJAC0002,086071,1940,02,24.6,Y
IDCJAC0002,086071,1940,03,28.9,Y
IDCJAC0002,086071,1940,04,19.9,Y
IDCJAC0002,086071,1940,05,15.8,Y
IDCJAC0002,086071,1940,06,14.0,Y
IDCJAC0002,086071,1940,07,14.1,Y
IDCJAC0002,086071,1940,08,15.9,Y
IDCJAC0002,086071,1940,09,18.5,Y
IDCJAC0002,086071,1940,10,23.3,Y
IDCJAC0002,086071,1940,11,20.8,Y
IDCJAC0002,086071,1940,12,26.2,Y
IDCJAC0002,086071,1941,01,23.5,Y
IDCJAC0002,086071,1941,02,25.6,Y
IDCJAC0002,086071,1941,03,22.2,Y
IDCJAC0002,086071,1941,04,21.8,Y
IDCJAC0002,086071,1941,05,16.9,Y
IDCJAC0002,086071,1941,06,14.1,Y
IDCJAC0002,086071,1941,07,13.7,Y
IDCJAC0002,086071,1941,08,15.2,Y
IDCJAC0002,086071,1941,09,17.3,Y
IDCJAC0002,086071,1941,10,18.1,Y
IDCJAC0002,086071,1941,11,22.4,Y
IDCJAC0002,086071,1941,12,24.8,Y
IDCJAC0002,086071,1942,01,26.5,Y
IDCJAC0002,086071,1942,02,25.5,Y
IDCJAC0002,086071,1942,03,24.6,Y
IDCJAC0002,086071,1942,04,19.4,Y
IDCJAC0002,086071,1942,05,16.1,Y
IDCJAC0002,086071,1942,06,14.4,Y
IDCJAC0002,086071,1942,07,13.3,Y
IDCJAC0002,086071,1942,08,15.0,Y
IDCJAC0002,086071,1942,09,18.2,Y
IDCJAC0002,086071,1942,10,20.6,Y
IDCJAC0002,086071,1942,11,21.9,Y
IDCJAC0002,086071,1942,12,25.1,Y
IDCJAC0002,086071,1943,01,27.1,Y
IDCJAC0002,086071,1943,02,24.7,Y
IDCJAC0002,086071,1943,03,24.6,Y
IDCJAC0002,086071,1943,04,19.0,Y
IDCJAC0002,086071,1943,05,16.0,Y
IDCJAC0002,086071,1943,06,12.9,Y
IDCJAC0002,086071,1943,07,13.1,Y
IDCJAC0002,086071,1943,08,13.5,Y
IDCJAC0002,086071,1943,09,16.6,Y
IDCJAC0002,086071,1943,10,18.6,Y
IDCJAC0002,086071,1943,11,21.0,Y
IDCJAC0002,086071,1943,12,23.0,Y
IDCJAC0002,086071,1944,01,27.1,Y
IDCJAC0002,086071,1944,02,25.3,Y
IDCJAC0002,086071,1944,03,24.5,Y
IDCJAC0002,086071,1944,04,18.0,Y
IDCJAC0002,086071,1944,05,15.6,Y
IDCJAC0002,086071,1944,06,13.2,Y
IDCJAC0002,086071,1944,07,13.2,Y
IDCJAC0002,086071,1944,08,14.1,Y
IDCJAC0002,086071,1944,09,18.9,Y
IDCJAC0002,086071,1944,10,20.8,Y
IDCJAC0002,086071,1944,11,22.4,Y
IDCJAC0002,086071,1944,12,25.0,Y
IDCJAC0002,086071,1945,01,25.2,Y
IDCJAC0002,086071,1945,02,23.5,Y
IDCJAC0002,086071,1945,03,21.5,Y
IDCJAC0002,086071,1945,04,19.1,Y
IDCJAC0002,086071,1945,05,16.3,Y
IDCJAC0002,086071,1945,06,14.8,Y
IDCJAC0002,086071,1945,07,12.2,Y
IDCJAC0002,086071,1945,08,15.2,Y
IDCJAC0002,086071,1945,09,16.9,Y
IDCJAC0002,086071,1945,10,19.4,Y
IDCJAC0002,086071,1945,11,23.6,Y
IDCJAC0002,086071,1945,12,25.3,Y
IDCJAC0002,086071,1946,01,26.9,Y
IDCJAC0002,086071,1946,02,24.4,Y
IDCJAC0002,086071,1946,03,22.1,Y
IDCJAC0002,086071,1946,04,17.7,Y
IDCJAC0002,086071,1946,05,16.5,Y
IDCJAC0002,086071,1946,06,12.9,Y
IDCJAC0002,086071,1946,07,14.0,Y
IDCJAC0002,086071,1946,08,14.3,Y
IDCJAC0002,086071,1946,09,15.2,Y
IDCJAC0002,086071,1946,10,17.5,Y
IDCJAC0002,086071,1946,11,22.2,Y
IDCJAC0002,086071,1946,12,24.6,Y
IDCJAC0002,086071,1947,01,26.9,Y
IDCJAC0002,086071,1947,02,28.7,Y
IDCJAC0002,086071,1947,03,24.3,Y
IDCJAC0002,086071,1947,04,20.6,Y
IDCJAC0002,086071,1947,05,19.5,Y
IDCJAC0002,086071,1947,06,14.7,Y
IDCJAC0002,086071,1947,07,13.4,Y
IDCJAC0002,086071,1947,08,13.9,Y
IDCJAC0002,086071,1947,09,17.1,Y
IDCJAC0002,086071,1947,10,18.8,Y
IDCJAC0002,086071,1947,11,20.1,Y
IDCJAC0002,086071,1947,12,23.7,Y
IDCJAC0002,086071,1948,01,25.0,Y
IDCJAC0002,086071,1948,02,26.6,Y
IDCJAC0002,086071,1948,03,21.6,Y
IDCJAC0002,086071,1948,04,19.1,Y
IDCJAC0002,086071,1948,05,15.2,Y
IDCJAC0002,086071,1948,06,13.7,Y
IDCJAC0002,086071,1948,07,12.6,Y
IDCJAC0002,086071,1948,08,15.8,Y
IDCJAC0002,086071,1948,09,18.7,Y
IDCJAC0002,086071,1948,10,18.5,Y
IDCJAC0002,086071,1948,11,21.3,Y
IDCJAC0002,086071,1948,12,25.6,Y
IDCJAC0002,086071,1949,01,24.9,Y
IDCJAC0002,086071,1949,02,23.1,Y
IDCJAC0002,086071,1949,03,21.9,Y
IDCJAC0002,086071,1949,04,18.2,Y
IDCJAC0002,086071,1949,05,15.3,Y
IDCJAC0002,086071,1949,06,11.9,Y
IDCJAC0002,086071,1949,07,13.5,Y
IDCJAC0002,086071,1949,08,15.2,Y
IDCJAC0002,086071,1949,09,17.2,Y
IDCJAC0002,086071,1949,10,19.2,Y
IDCJAC0002,086071,1949,11,20.6,Y
IDCJAC0002,086071,1949,12,21.8,Y
IDCJAC0002,086071,1950,01,24.9,Y
IDCJAC0002,086071,1950,02,23.9,Y
IDCJAC0002,086071,1950,03,22.9,Y
IDCJAC0002,086071,1950,04,20.2,Y
IDCJAC0002,086071,1950,05,16.1,Y
IDCJAC0002,086071,1950,06,12.7,Y
IDCJAC0002,086071,1950,07,14.2,Y
IDCJAC0002,086071,1950,08,15.5,Y
IDCJAC0002,086071,1950,09,19.1,Y
IDCJAC0002,086071,1950,10,19.9,Y
IDCJAC0002,086071,1950,11,22.2,Y
IDCJAC0002,086071,1950,12,26.9,Y
IDCJAC0002,086071,1951,01,30.5,Y
IDCJAC0002,086071,1951,02,27.6,Y
IDCJAC0002,086071,1951,03,25.7,Y
IDCJAC0002,086071,1951,04,17.6,Y
IDCJAC0002,086071,1951,05,16.3,Y
IDCJAC0002,086071,1951,06,14.5,Y
IDCJAC0002,086071,1951,07,13.5,Y
