Product code,Station number,Year,Month,Monthly Precipitation Total (millimetres),Quality
IDCJAC0001,086071,1903,04,95.5,Y
IDCJAC0001,086071,1903,05,49.4,Y
IDCJAC0001,086071,1903,06,85.3,Y
IDCJAC0001,086071,1903,07,29.1,Y
IDCJAC0001,086071,1903,08,12.4,Y
IDCJAC0001,086071,1903,09,80.9,Y
IDCJAC0001,086071,1903,10,70.3,Y
IDCJAC0001,086071,1903,11,108.9,Y
IDCJAC0001,086071,1903,12,58.6,Y
IDCJAC0001,086071,1904,01,144.2,Y
IDCJAC0001,086071,1904,02,158.6,Y
IDCJAC0001,086071,1904,03,24.3,Y
IDCJAC0001,086071,1904,04,19.6,Y
IDCJAC0001,086071,1904,05,65.0,Y
IDCJAC0001,086071,1904,06,83.6,Y
IDCJAC0001,086071,1904,07,40.2,Y
IDCJAC0001,086071,1904,08,83.3,Y
IDCJAC0001,086071,1904,09,32.1,Y
IDCJAC0001,086071,1904,10,69.0,Y
IDCJAC0001,086071,1904,11,32.9,Y
IDCJAC0001,086071,1904,12,2.8,Y
IDCJAC0001,086071,1905,01,37.4,Y
IDCJAC0001,086071,1905,02,46.6,Y
IDCJAC0001,086071,1905,03,24.5,Y
IDCJAC0001,086071,1905,04,76.8,Y
IDCJAC0001,086071,1905,05,75.6,Y
IDCJAC0001,086071,1905,06,33.6,Y
IDCJAC0001,086071,1905,07,83.7,Y
IDCJAC0001,086071,1905,08,33.9,Y
IDCJAC0001,086071,1905,09,62.7,Y
IDCJAC0001,086071,1905,10,65.6,Y
IDCJAC0001,086071,1905,11,31.9,Y
IDCJAC0001,086071,1905,12,80.9,Y
IDCJAC0001,086071,1906,01,9.4,Y
IDCJAC0001,086071,1906,02,11.2,Y
IDCJAC0001,086071,1906,03,96.3,Y
IDCJAC0001,086071,1906,04,34.6,Y
IDCJAC0001,086071,1906,05,44.9,Y
IDCJAC0001,086071,1906,06,38.4,Y
IDCJAC0001,086071,1906,07,34.2,Y
IDCJAC0001,086071,1906,08,44.1,Y
IDCJAC0001,086071,1906,09,97.6,Y
IDCJAC0001,086071,1906,10,74.6,Y
IDCJAC0001,086071,1906,11,62.8,Y
IDCJAC0001,086071,1906,12,19.0,Y
IDCJAC0001,086071,1907,01,28.1,Y
IDCJAC0001,086071,1907,02,16.7,Y
IDCJAC0001,086071,1907,03,42.7,Y
IDCJAC0001,086071,1907,04,60.4,Y
IDCJAC0001,086071,1907,05,42.2,Y
IDCJAC0001,086071,1907,06,30.1,Y
IDCJAC0001,086071,1907,07,55.3,Y
IDCJAC0001,086071,1907,08,50.1,Y
IDCJAC0001,086071,1907,09,13.4,Y
IDCJAC0001,086071,1907,10,38.4,Y
IDCJAC0001,086071,1907,11,59.6,Y
IDCJAC0001,086071,1907,12,129.7,Y
IDCJAC0001,086071,1908,01,17.4,Y
IDCJAC0001,086071,1908,02,15.5,Y
IDCJAC0001,086071,1908,03,55.5,Y
IDCJAC0001,086071,1908,04,8.4,Y
IDCJAC0001,086071,1908,05,22.4,Y
IDCJAC0001,086071,1908,06,100.3,Y
IDCJAC0001,086071,1908,07,42.2,Y
IDCJAC0001,086071,1908,08,32.2,Y
IDCJAC0001,086071,1908,09,61.5,Y
IDCJAC0001,086071,1908,10,56.4,Y
IDCJAC0001,086071,1908,11,23.7,Y
IDCJAC0001,086071,1908,12,16.1,Y
IDCJAC0001,086071,1909,01,82.2,Y
IDCJAC0001,086071,1909,02,37.3,Y
IDCJAC0001,086071,1909,03,30.3,Y
IDCJAC0001,086071,1909,04,48.9,Y
IDCJAC0001,086071,1909,05,80.0,Y
IDCJAC0001,086071,1909,06,83.5,Y
IDCJAC0001,086071,1909,07,30.6,Y
IDCJAC0001,086071,1909,08,91.4,Y
IDCJAC0001,086071,1909,09,47.0,Y
IDCJAC0001,086071,1909,10,41.0,Y
IDCJAC0001,086071,1909,11,15.6,Y
IDCJAC0001,086071,1909,12,70.5,Y
IDCJAC0001,086071,1910,01,24.9,Y
IDCJAC0001,086071,1910,02,9.8,Y
IDCJAC0001,086071,1910,03,55.6,Y
IDCJAC0001,086071,1910,04,23.8,Y
IDCJAC0001,086071,1910,05,62.9,Y
IDCJAC0001,086071,1910,06,34.1,Y
IDCJAC0001,086071,1910,07,63.1,Y
IDCJAC0001,086071,1910,08,22.8,Y
IDCJAC0001,086071,1910,09,106.6,Y
IDCJAC0001,086071,1910,10,71.4,Y
IDCJAC0001,086071,1910,11,59.2,Y
IDCJAC0001,086071,1910,12,92.6,Y
IDCJAC0001,086071,1911,01,32.7,Y
IDCJAC0001,086071,1911,02,135.9,Y
IDCJAC0001,086071,1911,03,190.7,Y
IDCJAC0001,086071,1911,04,28.5,Y
IDCJAC0001,086071,1911,05,85.1,Y
IDCJAC0001,086071,1911,06,94.7,Y
IDCJAC0001,086071,1911,07,57.8,Y
IDCJAC0001,086071,1911,08,34.8,Y
IDCJAC0001,086071,1911,09,77.7,Y
IDCJAC0001,086071,1911,10,64.5,Y
IDCJAC0001,086071,1911,11,35.0,Y
IDCJAC0001,086071,1911,12,93.3,Y
IDCJAC0001,086071,1912,01,12.0,Y
IDCJAC0001,086071,1912,02,23.9,Y
IDCJAC0001,086071,1912,03,18.9,Y
IDCJAC0001,086071,1912,04,59.2,Y
IDCJAC0001,086071,1912,05,34.3,Y
IDCJAC0001,086071,1912,06,32.6,Y
IDCJAC0001,086071,1912,07,51.3,Y
IDCJAC0001,086071,1912,08,42.3,Y
IDCJAC0001,086071,1912,09,59.8,Y
IDCJAC0001,086071,1912,10,33.5,Y
IDCJAC0001,086071,1912,11,60.4,Y
IDCJAC0001,086071,1912,12,90.3,Y
IDCJAC0001,086071,1913,01,9.4,Y
IDCJAC0001,086071,1913,02,30.2,Y
IDCJAC0001,086071,1913,03,131.1,Y
IDCJAC0001,086071,1913,04,34.5,Y
IDCJAC0001,086071,1913,05,79.2,Y
IDCJAC0001,086071,1913,06,36.4,Y
IDCJAC0001,086071,1913,07,18.0,Y
IDCJAC0001,086071,1913,08,47.3,Y
IDCJAC0001,086071,1913,09,35.2,Y
IDCJAC0001,086071,1913,10,37.5,Y
IDCJAC0001,086071,1913,11,43.2,Y
IDCJAC0001,086071,1913,12,37.7,Y
IDCJAC0001,086071,1914,01,36.9,Y
IDCJAC0001,086071,1914,02,3.9,Y
IDCJAC0001,086071,1914,03,43.0,Y
IDCJAC0001,086071,1914,04,43.9,Y
IDCJAC0001,086071,1914,05,64.8,Y
IDCJAC0001,086071,1914,06,39.9,Y
IDCJAC0001,086071,1914,07,46.7,Y
IDCJAC0001,086071,1914,08,17.0,Y
IDCJAC0001,086071,1914,09,27.7,Y
IDCJAC0001,086071,1914,10,7.5,Y
IDCJAC0001,086071,1914,11,60.1,Y
IDCJAC0001,086071,1914,12,81.7,Y
IDCJAC0001,086071,1915,01,41.0,Y
IDCJAC0001,086071,1915,02,19.9,Y
IDCJAC0001,086071,1915,03,6.4,Y
IDCJAC0001,086071,1915,04,58.6,Y
IDCJAC0001,086071,1915,05,100.9,Y
IDCJAC0001,086071,1915,06,53.1,Y
IDCJAC0001,086071,1915,07,43.9,Y
IDCJAC0001,086071,1915,08,54.4,Y
IDCJAC0001,086071,1915,09,55.9,Y
IDCJAC0001,086071,1915,10,72.1,Y
IDCJAC0001,086071,1915,11,13.1,Y
IDCJAC0001,086071,1915,12,13.9,Y
IDCJAC0001,086071,1916,01,112.3,Y
IDCJAC0001,086071,1916,02,51.2,Y
IDCJAC0001,086071,1916,03,27.2,Y
IDCJAC0001,086071,1916,04,52.5,Y
IDCJAC0001,086071,1916,05,24.8,Y
IDCJAC0001,086071,1916,06,41.3,Y
IDCJAC0001,086071,1916,07,39.2,Y
IDCJAC0001,086071,1916,08,57.0,Y
IDCJAC0001,086071,1916,09,201.6,Y
IDCJAC0001,086071,1916,10,78.5,Y
IDCJAC0001,086071,1916,11,170.5,Y
IDCJAC0001,086071,1916,12,111.4,Y
IDCJAC0001,086071,1917,01,44.6,Y
IDCJAC0001,086071,1917,02,49.0,Y
IDCJAC0001,086071,1917,03,35.9,Y
IDCJAC0001,086071,1917,04,47.1,Y
IDCJAC0001,086071,1917,05,56.0,Y
IDCJAC0001,086071,1917,06,92.4,Y
IDCJAC0001,086071,1917,07,36.0,Y
IDCJAC0001,086071,1917,08,57.2,Y
IDCJAC0001,086071,1917,09,86.9,Y
IDCJAC0001,086071,1917,10,92.7,Y
IDCJAC0001,086071,1917,11,106.4,Y
IDCJAC0001,086071,1917,12,73.5,Y
IDCJAC0001,086071,1918,01,62.1,Y
IDCJAC0001,086071,1918,02,27.5,Y
IDCJAC0001,086071,1918,03,113.4,Y
IDCJAC0001,086071,1918,04,41.1,Y
IDCJAC0001,086071,1918,05,79.1,Y
IDCJAC0001,086071,1918,06,44.7,Y
IDCJAC0001,086071,1918,07,44.4,Y
IDCJAC0001,086071,1918,08,69.6,Y
IDCJAC0001,086071,1918,09,87.6,Y
IDCJAC0001,086071,1918,10,59.9,Y
IDCJAC0001,086071,1918,11,13.3,Y
IDCJAC0001,086071,1918,12,48.2,Y
IDCJAC0001,086071,1919,01,17.0,Y
IDCJAC0001,086071,1919,02,92.8,Y
IDCJAC0001,086071,1919,03,164.8,Y
IDCJAC0001,086071,1919,04,18.7,Y
IDCJAC0001,086071,1919,05,42.4,Y
IDCJAC0001,086071,1919,06,32.1,Y
IDCJAC0001,086071,1919,07,59.6,Y
IDCJAC0001,086071,1919,08,14.7,Y
IDCJAC0001,086071,1919,09,26.8,Y
IDCJAC0001,086071,1919,10,41.7,Y
IDCJAC0001,086071,1919,11,29.5,Y
IDCJAC0001,086071,1919,12,93.7,Y
IDCJAC0001,086071,1920,01,38.6,Y
IDCJAC0001,086071,1920,02,15.3,Y
IDCJAC0001,086071,1920,03,27.5,Y
IDCJAC0001,086071,1920,04,65.8,Y
IDCJAC0001,086071,1920,05,50.5,Y
IDCJAC0001,086071,1920,06,78.8,Y
IDCJAC0001,086071,1920,07,39.1,Y
IDCJAC0001,086071,1920,08,80.8,Y
IDCJAC0001,086071,1920,09,122.2,Y
IDCJAC0001,086071,1920,10,94.6,Y
IDCJAC0001,086071,1920,11,81.7,Y
IDCJAC0001,086071,1920,12,25.2,Y
IDCJAC0001,086071,1921,01,114.2,Y
IDCJAC0001,086071,1921,02,38.1,Y
IDCJAC0001,086071,1921,03,25.8,Y
IDCJAC0001,086071,1921,04,15.3,Y
IDCJAC0001,086071,1921,05,69.7,Y
IDCJAC0001,086071,1921,06,39.9,Y
IDCJAC0001,086071,1921,07,61.2,Y
IDCJAC0001,086071,1921,08,77.7,Y
IDCJAC0001,086071,1921,09,92.4,Y
IDCJAC0001,086071,1921,10,93.0,Y
IDCJAC0001,086071,1921,11,66.5,Y
IDCJAC0001,086071,1921,12,63.5,Y
IDCJAC0001,086071,1922,01,30.1,Y
IDCJAC0001,086071,1922,02,92.2,Y
IDCJAC0001,086071,1922,03,11.1,Y
IDCJAC0001,086071,1922,04,35.4,Y
IDCJAC0001,086071,1922,05,68.5,Y
IDCJAC0001,086071,1922,06,46.2,Y
IDCJAC0001,086071,1922,07,67.9,Y
IDCJAC0001,086071,1922,08,63.1,Y
IDCJAC0001,086071,1922,09,64.4,Y
IDCJAC0001,086071,1922,10,80.1,Y
IDCJAC0001,086071,1922,11,26.6,Y
IDCJAC0001,086071,1922,12,51.4,Y
IDCJAC0001,086071,1923,01,25.2,Y
IDCJAC0001,086071,1923,02,15.5,Y
IDCJAC0001,086071,1923,03,8.4,Y
IDCJAC0001,086071,1923,04,0.0,Y
IDCJAC0001,086071,1923,05,50.0,Y
IDCJAC0001,086071,1923,06,58.0,Y
IDCJAC0001,086071,1923,07,72.2,Y
IDCJAC0001,086071,1923,08,44.8,Y
IDCJAC0001,086071,1923,09,58.6,Y
IDCJAC0001,086071,1923,10,93.0,Y
IDCJAC0001,086071,1923,11,70.8,Y
IDCJAC0001,086071,1923,12,79.4,Y
IDCJAC0001,086071,1924,01,72.9,Y
IDCJAC0001,086071,1924,02,96.2,Y
IDCJAC0001,086071,1924,03,146.7,Y
IDCJAC0001,086071,1924,04,93.0,Y
IDCJAC0001,086071,1924,05,21.3,Y
IDCJAC0001,086071,1924,06,30.3,Y
IDCJAC0001,086071,1924,07,22.1,Y
IDCJAC0001,086071,1924,08,103.0,Y
IDCJAC0001,086071,1924,09,58.0,Y
IDCJAC0001,086071,1924,10,99.9,Y
IDCJAC0001,086071,1924,11,108.8,Y
IDCJAC0001,086071,1924,12,75.6,Y
IDCJAC0001,086071,1925,01,80.8,Y
IDCJAC0001,086071,1925,02,28.8,Y
IDCJAC0001,086071,1925,03,15.8,Y
IDCJAC0001,086071,1925,04,37.8,Y
IDCJAC0001,086071,1925,05,37.5,Y
IDCJAC0001,086071,1925,06,24.0,Y
IDCJAC0001,086071,1925,07,58.6,Y
IDCJAC0001,086071,1925,08,34.7,Y
IDCJAC0001,086071,1925,09,41.1,Y
IDCJAC0001,086071,1925,10,28.0,Y
IDCJAC0001,086071,1925,11,51.2,Y
IDCJAC0001,086071,1925,12,9.4,Y
IDCJAC0001,086071,1926,01,88.8,Y
IDCJAC0001,086071,1926,02,1.3,Y
IDCJAC0001,086071,1926,03,34.8,Y
IDCJAC0001,086071,1926,04,50.0,Y
IDCJAC0001,086071,1926,05,61.9,Y
IDCJAC0001,086071,1926,06,72.0,Y
IDCJAC0001,086071,1926,07,37.0,Y
IDCJAC0001,086071,1926,08,39.5,Y
IDCJAC0001,086071,1926,09,29.3,Y
IDCJAC0001,086071,1926,10,47.1,Y
IDCJAC0001,086071,1926,11,28.0,Y
IDCJAC0001,086071,1926,12,32.1,Y
IDCJAC0001,086071,1927,01,15.3,Y
IDCJAC0001,086071,1927,02,19.0,Y
IDCJAC0001,086071,1927,03,34.1,Y
IDCJAC0001,086071,1927,04,14.5,Y
IDCJAC0001,086071,1927,05,48.9,Y
IDCJAC0001,086071,1927,06,34.5,Y
IDCJAC0001,086071,1927,07,72.2,Y
IDCJAC0001,086071,1927,08,49.3,Y
IDCJAC0001,086071,1927,09,44.2,Y
IDCJAC0001,086071,1927,10,62.3,Y
IDCJAC0001,086071,1927,11,30.4,Y
IDCJAC0001,086071,1927,12,33.6,Y
IDCJAC0001,086071,1928,01,102.8,Y
IDCJAC0001,086071,1928,02,116.1,Y
IDCJAC0001,086071,1928,03,106.4,Y
IDCJAC0001,086071,1928,04,22.3,Y
IDCJAC0001,086071,1928,05,56.8,Y
IDCJAC0001,086071,1928,06,37.1,Y
IDCJAC0001,086071,1928,07,16.6,Y
IDCJAC0001,086071,1928,08,21.1,Y
IDCJAC0001,086071,1928,09,28.7,Y
IDCJAC0001,086071,1928,10,55.4,Y
IDCJAC0001,086071,1928,11,30.6,Y
IDCJAC0001,086071,1928,12,19.8,Y
IDCJAC0001,086071,1929,01,34.8,Y
IDCJAC0001,086071,1929,02,79.6,Y
IDCJAC0001,086071,1929,03,99.7,Y
IDCJAC0001,086071,1929,04,99.3,Y
IDCJAC0001,086071,1929,05,47.3,Y
IDCJAC0001,086071,1929,06,28.6,Y
IDCJAC0001,086071,1929,07,40.9,Y
IDCJAC0001,086071,1929,08,51.0,Y
IDCJAC0001,086071,1929,09,42.4,Y
IDCJAC0001,086071,1929,10,71.6,Y
IDCJAC0001,086071,1929,11,74.5,Y
IDCJAC0001,086071,1929,12,63.6,Y
IDCJAC0001,086071,1930,01,3.6,Y
IDCJAC0001,086071,1930,02,68.8,Y
IDCJAC0001,086071,1930,03,11.8,Y
IDCJAC0001,086071,1930,04,44.7,Y
IDCJAC0001,086071,1930,05,82.8,Y
IDCJAC0001,086071,1930,06,48.0,Y
IDCJAC0001,086071,1930,07,37.9,Y
IDCJAC0001,086071,1930,08,75.1,Y
IDCJAC0001,086071,1930,09,32.3,Y
IDCJAC0001,086071,1930,10,53.9,Y
IDCJAC0001,086071,1930,11,59.8,Y
IDCJAC0001,086071,1930,12,128.6,Y
IDCJAC0001,086071,1931,01,31.9,Y
IDCJAC0001,086071,1931,02,30.5,Y
IDCJAC0001,086071,1931,03,139.7,Y
IDCJAC0001,086071,1931,04,71.6,Y
IDCJAC0001,086071,1931,05,68.0,Y
IDCJAC0001,086071,1931,06,97.9,Y
IDCJAC0001,086071,1931,07,53.0,Y
IDCJAC0001,086071,1931,08,47.8,Y
IDCJAC0001,086071,1931,09,51.5,Y
IDCJAC0001,086071,1931,10,21.3,Y
IDCJAC0001,086071,1931,11,100.0,Y
IDCJAC0001,086071,1931,12,15.3,Y
IDCJAC0001,086071,1932,01,0.3,Y
IDCJAC0001,086071,1932,02,67.2,Y
IDCJAC0001,086071,1932,03,107.7,Y
IDCJAC0001,086071,1932,04,137.9,Y
IDCJAC0001,086071,1932,05,15.3,Y
IDCJAC0001,086071,1932,06,53.5,Y
IDCJAC0001,086071,1932,07,48.2,Y
IDCJAC0001,086071,1932,08,82.9,Y
IDCJAC0001,086071,1932,09,20.8,Y
IDCJAC0001,086071,1932,10,130.7,Y
IDCJAC0001,086071,1932,11,16.6,Y
IDCJAC0001,086071,1932,12,110.2,Y
IDCJAC0001,086071,1933,01,44.4,Y
IDCJAC0001,086071,1933,02,5.9,Y
IDCJAC0001,086071,1933,03,37.8,Y
IDCJAC0001,086071,1933,04,14.1,Y
IDCJAC0001,086071,1933,05,37.8,Y
IDCJAC0001,086071,1933,06,37.9,Y
IDCJAC0001,086071,1933,07,83.7,Y
IDCJAC0001,086071,1933,08,52.4,Y
IDCJAC0001,086071,1933,09,30.5,Y
IDCJAC0001,086071,1933,10,39.7,Y
IDCJAC0001,086071,1933,11,62.4,Y
IDCJAC0001,086071,1933,12,120.3,Y
IDCJAC0001,086071,1934,01,91.3,Y
IDCJAC0001,086071,1934,02,27.9,Y
IDCJAC0001,086071,1934,03,3.7,Y
IDCJAC0001,086071,1934,04,144.5,Y
IDCJAC0001,086071,1934,05,3.8,Y
IDCJAC0001,086071,1934,06,44.1,Y
IDCJAC0001,086071,1934,07,41.9,Y
IDCJAC0001,086071,1934,08,50.2,Y
IDCJAC0001,086071,1934,09,41.0,Y
IDCJAC0001,086071,1934,10,156.6,Y
IDCJAC0001,086071,1934,11,133.2,Y
IDCJAC0001,086071,1934,12,115.1,Y
IDCJAC0001,086071,1935,01,99.3,Y
IDCJAC0001,086071,1935,02,78.6,Y
IDCJAC0001,086071,1935,03,40.9,Y
IDCJAC0001,086071,1935,04,150.9,Y
IDCJAC0001,086071,1935,05,39.8,Y
IDCJAC0001,086071,1935,06,53.6,Y
IDCJAC0001,086071,1935,07,47.9,Y
IDCJAC0001,086071,1935,08,36.3,Y
IDCJAC0001,086071,1935,09,50.7,Y
IDCJAC0001,086071,1935,10,73.4,Y
IDCJAC0001,086071,1935,11,52.3,Y
IDCJAC0001,086071,1935,12,38.9,Y
IDCJAC0001,086071,1936,01,33.1,Y
IDCJAC0001,086071,1936,02,14.8,Y
IDCJAC0001,086071,1936,03,13.4,Y
IDCJAC0001,086071,1936,04,109.3,Y
IDCJAC0001,086071,1936,05,23.1,Y
IDCJAC0001,086071,1936,06,68.1,Y
IDCJAC0001,086071,1936,07,112.3,Y
IDCJAC0001,086071,1936,08,43.8,Y
IDCJAC0001,086071,1936,09,26.5,Y
IDCJAC0001,086071,1936,10,61.1,Y
IDCJAC0001,086071,1936,11,46.1,Y
IDCJAC0001,086071,1936,12,67.4,Y
IDCJAC0001,086071,1937,01,64.5,Y
IDCJAC0001,086071,1937,02,41.4,Y
IDCJAC0001,086071,1937,03,31.5,Y
IDCJAC0001,086071,1937,04,36.0,Y
IDCJAC0001,086071,1937,05,31.8,Y
IDCJAC0001,086071,1937,06,32.2,Y
IDCJAC0001,086071,1937,07,31.1,Y
IDCJAC0001,086071,1937,08,33.3,Y
IDCJAC0001,086071,1937,09,43.2,Y
IDCJAC0001,086071,1937,10,154.8,Y
IDCJAC0001,086071,1937,11,10.2,Y
IDCJAC0001,086071,1937,12,36.2,Y
IDCJAC0001,086071,1938,01,36.7,Y
IDCJAC0001,086071,1938,02,47.6,Y
IDCJAC0001,086071,1938,03,29.4,Y
IDCJAC0001,086071,1938,04,26.8,Y
IDCJAC0001,086071,1938,05,19.9,Y
IDCJAC0001,086071,1938,06,102.2,Y
IDCJAC0001,086071,1938,07,57.2,Y
IDCJAC0001,086071,1938,08,25.2,Y
IDCJAC0001,086071,1938,09,18.6,Y
IDCJAC0001,086071,1938,10,30.1,Y
IDCJAC0001,086071,1938,11,37.4,Y
IDCJAC0001,086071,1938,12,17.6,Y
IDCJAC0001,086071,1939,01,8.0,Y
IDCJAC0001,086071,1939,02,196.1,Y
IDCJAC0001,086071,1939,03,20.1,Y
IDCJAC0001,086071,1939,04,113.9,Y
IDCJAC0001,086071,1939,05,50.6,Y
IDCJAC0001,086071,1939,06,78.8,Y
IDCJAC0001,086071,1939,07,24.1,Y
IDCJAC0001,086071,1939,08,110.8,Y
IDCJAC0001,086071,1939,09,53.5,Y
IDCJAC0001,086071,1939,10,52.5,Y
IDCJAC0001,086071,1939,11,116.3,Y
IDCJAC0001,086071,1939,12,17.6,Y
IDCJAC0001,086071,1940,01,50.4,Y
IDCJAC0001,086071,1940,02,12.1,Y
IDCJAC0001,086071,1940,03,15.9,Y
IDCJAC0001,086071,1940,04,84.7,Y
IDCJAC0001,086071,1940,05,31.7,Y
IDCJAC0001,086071,1940,06,42.3,Y
IDCJAC0001,086071,1940,07,53.4,Y
IDCJAC0001,086071,1940,08,28.6,Y
IDCJAC0001,086071,1940,09,70.2,Y
IDCJAC0001,086071,1940,10,20.2,Y
IDCJAC0001,086071,1940,11,42.5,Y
IDCJAC0001,086071,1940,12,53.0,Y
IDCJAC0001,086071,1941,01,169.3,Y
IDCJAC0001,086071,1941,02,22.2,Y
IDCJAC0001,086071,1941,03,54.8,Y
IDCJAC0001,086071,1941,04,63.0,Y
IDCJAC0001,086071,1941,05,27.1,Y
IDCJAC0001,086071,1941,06,85.4,Y
IDCJAC0001,086071,1941,07,58.4,Y
IDCJAC0001,086071,1941,08,66.9,Y
IDCJAC0001,086071,1941,09,81.5,Y
IDCJAC0001,086071,1941,10,42.5,Y
IDCJAC0001,086071,1941,11,42.1,Y
IDCJAC0001,086071,1941,12,95.4,Y
IDCJAC0001,086071,1942,01,35.8,Y
IDCJAC0001,086071,1942,02,79.8,Y
IDCJAC0001,086071,1942,03,96.6,Y
IDCJAC0001,086071,1942,04,51.8,Y
IDCJAC0001,086071,1942,05,142.5,Y
IDCJAC0001,086071,1942,06,31.3,Y
IDCJAC0001,086071,1942,07,38.2,Y
IDCJAC0001,086071,1942,08,43.3,Y
IDCJAC0001,086071,1942,09,50.1,Y
IDCJAC0001,086071,1942,10,59.2,Y
IDCJAC0001,086071,1942,11,95.8,Y
IDCJAC0001,086071,1942,12,33.5,Y
IDCJAC0001,086071,1943,01,71.9,Y
IDCJAC0001,086071,1943,02,41.8,Y
IDCJAC0001,086071,1943,03,11.8,Y
IDCJAC0001,086071,1943,04,55.1,Y
IDCJAC0001,086071,1943,05,15.4,Y
IDCJAC0001,086071,1943,06,58.0,Y
IDCJAC0001,086071,1943,07,31.4,Y
IDCJAC0001,086071,1943,08,24.3,Y
IDCJAC0001,086071,1943,09,50.5,Y
IDCJAC0001,086071,1943,10,21.3,Y
IDCJAC0001,086071,1943,11,79.3,Y
IDCJAC0001,086071,1943,12,17.4,Y
IDCJAC0001,086071,1944,01,18.9,Y
IDCJAC0001,086071,1944,02,10.1,Y
IDCJAC0001,086071,1944,03,41.4,Y
IDCJAC0001,086071,1944,04,86.6,Y
IDCJAC0001,086071,1944,05,112.4,Y
IDCJAC0001,086071,1944,06,37.3,Y
IDCJAC0001,086071,1944,07,30.5,Y
IDCJAC0001,086071,1944,08,15.1,Y
IDCJAC0001,086071,1944,09,36.2,Y
IDCJAC0001,086071,1944,10,53.5,Y
IDCJAC0001,086071,1944,11,28.5,Y
IDCJAC0001,086071,1944,12,72.7,Y
IDCJAC0001,086071,1945,01,56.7,Y
IDCJAC0001,086071,1945,02,32.1,Y
IDCJAC0001,086071,1945,03,14.6,Y
IDCJAC0001,086071,1945,04,21.3,Y
IDCJAC0001,086071,1945,05,66.2,Y
IDCJAC0001,086071,1945,06,38.0,Y
IDCJAC0001,086071,1945,07,61.8,Y
IDCJAC0001,086071,1945,08,54.7,Y
IDCJAC0001,086071,1945,09,34.0,Y
IDCJAC0001,086071,1945,10,27.4,Y
IDCJAC0001,086071,1945,11,59.7,Y
IDCJAC0001,086071,1945,12,23.2,Y
IDCJAC0001,086071,1946,01,67.8,Y
IDCJAC0001,086071,1946,02,178.1,Y
IDCJAC0001,086071,1946,03,50.5,Y
IDCJAC0001,086071,1946,04,62.3,Y
IDCJAC0001,086071,1946,05,15.5,Y
IDCJAC0001,086071,1946,06,74.5,Y
IDCJAC0001,086071,1946,07,38.7,Y
IDCJAC0001,086071,1946,08,34.6,Y
IDCJAC0001,086071,1946,09,74.7,Y
IDCJAC0001,086071,1946,10,39.6,Y
IDCJAC0001,086071,1946,11,45.3,Y
IDCJAC0001,086071,1946,12,76.3,Y
IDCJAC0001,086071,1947,01,16.5,Y
IDCJAC0001,086071,1947,02,35.3,Y
IDCJAC0001,086071,1947,03,145.8,Y
IDCJAC0001,086071,1947,04,83.8,Y
IDCJAC0001,086071,1947,05,12.0,Y
IDCJAC0001,086071,1947,06,29.7,Y
IDCJAC0001,086071,1947,07,94.5,Y
IDCJAC0001,086071,1947,08,32.4,Y
IDCJAC0001,086071,1947,09,55.9,Y
IDCJAC0001,086071,1947,10,118.5,Y
IDCJAC0001,086071,1947,11,51.4,Y
IDCJAC0001,086071,1947,12,99.5,Y
IDCJAC0001,086071,1948,01,31.4,Y
IDCJAC0001,086071,1948,02,49.5,Y
IDCJAC0001,086071,1948,03,7.4,Y
IDCJAC0001,086071,1948,04,85.7,Y
IDCJAC0001,086071,1948,05,46.7,Y
IDCJAC0001,086071,1948,06,34.0,Y
IDCJAC0001,086071,1948,07,14.8,Y
IDCJAC0001,086071,1948,08,30.1,Y
IDCJAC0001,086071,1948,09,49.8,Y
IDCJAC0001,086071,1948,10,91.0,Y
IDCJAC0001,086071,1948,11,49.8,Y
IDCJAC0001,086071,1948,12,43.8,Y
IDCJAC0001,086071,1949,01,34.1,Y
IDCJAC0001,086071,1949,02,61.8,Y
IDCJAC0001,086071,1949,03,133.5,Y
IDCJAC0001,086071,1949,04,30.4,Y
IDCJAC0001,086071,1949,05,63.8,Y
IDCJAC0001,086071,1949,06,52.4,Y
IDCJAC0001,086071,1949,07,56.4,Y
IDCJAC0001,086071,1949,08,25.1,Y
IDCJAC0001,086071,1949,09,40.9,Y
IDCJAC0001,086071,1949,10,128.6,Y
IDCJAC0001,086071,1949,11,139.9,Y
IDCJAC0001,086071,1949,12,31.6,Y
IDCJAC0001,086071,1950,01,13.0,Y
IDCJAC0001,086071,1950,02,107.3,Y
IDCJAC0001,086071,1950,03,88.4,Y
IDCJAC0001,086071,1950,04,42.5,Y
IDCJAC0001,086071,1950,05,59.9,Y
IDCJAC0001,086071,1950,06,21.4,Y
IDCJAC0001,086071,1950,07,35.4,Y
IDCJAC0001,086071,1950,08,31.4,Y
IDCJAC0001,086071,1950,09,75.5,Y
IDCJAC0001,086071,1950,10,79.3,Y
IDCJAC0001,086071,1950,11,51.2,Y
IDCJAC0001,086071,1950,12,61.5,Y
IDCJAC0001,086071,1951,01,32.7,Y
IDCJAC0001,086071,1951,02,139.3,Y
IDCJAC0001,086071,1951,03,4.9,Y
IDCJAC0001,086071,1951,04,83.8,Y
IDCJAC0001,086071,1951,05,96.4,Y
IDCJAC0001,086071,1951,06,65.2,Y
IDCJAC0001,086071,1951,07,74.0,Y
IDCJAC0001,086071,1951,08,70.5,Y
